기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200005,스포츠 강습,212191086,350,210552269,1638817,15853451,38387517,18615004,25877489,111818808,1638817,0,0,2172162,77042019,16125037,112809787,4042081,76454947,132134689,0,18925099,53095488,52762798,83806252,0,339,11,39,69,63,54,114,11,0,0,11,142,41,147,9,87,249,0,26,96,104,109,0
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200030,피부관리실,713910260,4512,547411600,166498660,78703231,87580433,143551258,52696713,184879965,135704581,30794079,369581,23100878,211320920,176601406,260033208,42484267,95066633,599403210,0,95371297,240473926,216082830,91932849,50608942,3228,1284,513,540,559,619,997,841,443,8,89,1434,1211,1488,282,710,3728,0,1247,1628,893,313,355
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300022,화장품,26544067582,389710,16707103135,9836964447,4158208433,2907403061,2458070836,3229601138,3953819667,5343084932,4493879515,5775127,786350166,7067182374,9754989337,7955196794,974573784,8375417914,17373219449,163015564,3052380003,5768492886,6944069723,4706493505,5114185677,261484,128226,56360,44371,46656,53485,60612,77423,50803,266,12256,100185,129595,121316,26092,114254,273768,3963,75293,87917,77983,63310,79561
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300011,일반의류,48423285313,674481,36512387211,11910898102,7633965546,6622602770,6459274059,6841578250,8954966586,9990375411,1920522691,69598636,2105348646,17874278061,20533480685,6830618644,1009960641,12416798952,33122122070,102820918,1911192066,4265126814,5898521339,8334775788,25026484099,483535,190946,104048,85686,89974,98697,105130,156545,34401,106,27675,281904,284174,70981,9641,172761,499202,2317,37036,86620,105680,95659,344651
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300043,전자상거래업,11949393,176,10645023,1304370,3634648,3234055,625316,957514,2193490,1304370,0,0,0,7616150,4333243,0,0,4054782,7894611,0,0,5012296,2701559,1172467,3063071,151,25,35,38,15,15,48,25,0,0,0,102,74,0,0,54,122,0,0,77,40,10,49
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200037,노래방,113772252,6106,87118966,26653286,13856698,8756611,14051159,15631356,34823142,18352531,8300755,20055871,0,908868,4514125,26096469,62196919,60499153,40649158,2480969,17435980,34528425,31455015,11114735,4133188,4079,2027,779,628,681,685,1306,1235,792,380,0,154,750,2485,2337,2975,3006,335,2243,1834,992,412,162
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200016,당구장,311959808,13252,215985843,95973965,35672100,41673240,37525201,42330606,58784696,55131372,40842593,1099221,72879,50944317,76940480,127457440,55445471,247550820,55449407,3167407,47452954,38119872,54006916,83150421,77102657,10060,3192,1679,1817,1836,1941,2787,2017,1175,46,5,2198,2954,5455,2594,10940,2039,158,1427,1235,2471,3982,3708
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS100005,제과점,3678449158,319903,3177717666,500731492,564149168,575441664,611388208,729467710,697270916,304412592,196318900,0,801674164,1293714049,780284683,736193546,66582716,959584646,1591770869,6157115,367125413,783181721,648262401,438219391,308409473,266375,53528,50626,46611,54127,55779,59232,32140,21388,0,98799,101988,52219,59656,7241,102173,180976,961,47637,92387,68824,44942,28396
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300009,청과상,12374836153,587660,10167476864,2207359289,2053523289,1381559560,1663641545,2006649593,3062102877,1786269493,421089796,114070277,1699404535,4550759397,4002253361,1782990861,225357722,3954820301,7439692813,0,102526828,494566074,1627887151,2480445757,6689087304,462343,125317,100008,80370,83644,93939,104382,97092,28225,7295,79242,147590,206506,130742,16285,189181,381230,0,9496,40460,81531,138773,300151
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300032,가전제품,941557994,1224,787393939,154164055,128523195,124777554,93089047,303903075,137101068,130622614,23541441,0,106103567,280434984,396701598,158317845,0,543269969,204872357,0,75646291,103831465,63432017,446775504,58457053,955,269,180,142,267,190,176,216,53,0,61,476,541,146,0,683,387,0,100,162,148,298,364
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300020,서적,316122390,12158,191929779,124192611,47627059,36814282,42223806,27363854,37900778,63514302,60678309,0,16492983,116109547,139108535,43707352,703973,99773780,206406833,452203,6984559,30913219,61975805,80461102,125393725,7035,5123,1336,1340,1404,1321,1634,2852,2271,0,468,4016,4869,2770,35,3558,8560,65,781,2178,2362,2671,4061
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200028,미용실,2167986026,23610,1450760250,717225776,207765778,255024043,306288634,322833182,358848613,540006048,177219728,3623658,27274065,601956338,785753166,713661427,35717372,665597056,1495881142,4784803,134193824,417696778,552905508,497685990,554211296,18068,5542,3058,3344,3342,3628,4696,4090,1452,10,583,7428,7850,7561,178,11826,11743,98,1804,4355,5366,6366,5582
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300010,반찬가게,19135609204,541968,15486197282,3649411922,2316155979,3157190866,2166825825,3193741275,4652283337,3091669433,557742489,2123765,1355957527,7236880605,7644024429,2710237671,186385207,5507864311,10911644596,13143534,754019177,1561994593,4147216082,2415402316,7527733202,399760,142208,84486,71559,69536,85015,89164,113391,28817,353,39867,175376,213930,101709,10733,181100,335206,837,34812,79136,101255,82585,217688
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300028,화초,3027546030,46342,2712430930,315115100,251684040,772555216,358531727,695684608,633975339,270781498,44333602,17145087,546673138,841461569,988454219,384975999,248836018,486812770,884003343,705228,39012773,364544569,320477926,399940356,246135263,39740,6602,6735,8316,6404,7093,11192,5831,771,490,11690,15773,13063,3726,1600,11613,19054,130,1419,6241,7765,8201,6908
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300017,시계및귀금속,28409950776,24159,24133831919,4276118857,4695529113,4817597571,3291595192,1824871707,9504238336,2676586056,1599532801,0,1767135643,7420744819,10332061975,8890008339,0,11024461758,14090830750,0,251203131,1958922204,6882199349,8591574897,7431392927,19688,4471,5686,3007,2714,2903,5378,2771,1700,0,931,9052,8768,5408,0,10523,11623,0,636,1878,4154,6240,9238
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300015,가방,3301402242,88863,2297180447,1004221795,529897892,429802665,375990080,485091742,476398068,700124325,304097470,0,59977600,970849926,1389070898,713085089,168418729,847583084,2387639897,15061101,429957867,442273928,619773152,625813608,1102343323,56974,31889,11930,10193,9161,13832,11858,22384,9505,0,3328,29279,36544,17862,1850,24073,64297,421,8793,12471,18706,18181,29800
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300021,문구,4646574486,98581,4093145575,553428911,743503365,690579776,821363726,976834431,860864277,495985008,57443903,0,615811561,1490227966,2156326764,379247631,4960564,832807367,1353398055,10300938,108132902,234674578,286510999,444961444,1101624559,85871,12710,15874,17154,15680,17273,19890,8856,3854,0,8201,42401,35295,12348,336,33751,43527,484,8869,19131,15572,12279,20937
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300018,의약품,11989836610,732176,10493564808,1496271802,2316609475,1925242882,1737401484,2119001572,2395309395,1088536696,407735106,674703,1770919345,3855170368,3649338971,2643782594,69950629,5083020612,6854284994,20468385,1187650013,3209854749,3086664790,2324864006,2107803665,665986,66190,150298,123868,114566,127066,150188,49256,16934,716,143318,219781,202267,159345,6749,340800,389415,1256,82777,211914,173421,145418,115431
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300033,철물점,6294840,294,5586646,708194,1472034,263044,824541,1785662,1241365,708194,0,0,1011707,4264344,614106,404683,0,1982946,1345570,0,0,257985,101171,576673,2392687,264,30,93,20,40,50,61,30,0,0,40,174,70,10,0,80,81,0,0,10,10,40,100
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300027,섬유제품,764844394,5920,631777657,133066737,102075628,111357947,206309877,124835275,87198930,115018797,18047940,0,84298315,310687637,331413521,38444921,0,319952981,416810162,0,1154498,56373517,65581078,61251873,552402178,4485,1435,894,1069,903,854,765,1304,131,0,417,2568,2752,183,0,1741,4004,0,17,280,574,869,4006
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300001,슈퍼마켓,15408644714,1181115,10474883293,4933761421,2070416782,1877587092,2008406718,2086123294,2432349407,3003584593,1930176828,164221544,1569767090,3594298576,4875303534,4084118421,1120935549,6144177139,7705400420,96407257,2669789983,3498610599,3673215604,2166948697,1744605417,832910,348205,163938,149994,160343,171469,187166,206119,142086,19105,229283,254835,297813,291447,88632,570458,583531,8531,200851,328502,313090,179047,123961
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS100007,치킨전문점,2228939948,39838,1841755309,387184639,338174011,312496771,358324386,391751701,441008440,269157869,118026770,90935320,9289123,101933785,71026321,739412794,1216342605,1113028736,587887093,5074309,216323405,462551215,439549433,391410636,186006822,32521,7317,5867,5386,6296,6999,7973,5097,2220,1303,807,4446,1682,12552,19048,20740,11924,123,4105,8333,8429,7864,3808
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300004,핸드폰,291486406,16408,284481958,7004448,23849109,124021353,77733892,11670018,47207586,5908100,1096348,0,3471770,40258114,129214269,52926869,65615384,266346420,22423479,0,10039150,28123698,19593463,115887482,115126105,15129,1279,2193,2374,4421,2315,3826,1096,183,0,488,5355,2862,5167,2536,12324,3962,0,497,5014,3557,6535,685
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300014,신발,6319433738,86635,4315570569,2003863169,612907023,540762806,526734909,1802298081,832867750,1078325847,925537322,0,865605787,1933001448,2057239695,1293974926,169611882,1823342460,4107030095,24750318,671044014,622009574,887076552,1156731990,2568760107,53819,32816,11554,9822,9166,10924,12353,19971,12845,0,2648,26580,32790,21534,3083,27271,58705,731,11856,12676,14245,15862,30605
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS200002,외국어학원,374263078,759,329463840,44799238,37711596,50817045,86210670,81128967,73595562,13670083,31129155,0,55467845,149286213,143847898,25661122,0,160801771,213461307,0,21589815,47028054,167265344,98276004,40103861,520,239,222,60,89,75,74,60,179,0,208,267,195,89,0,402,357,0,30,208,238,238,45
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300024,운동/경기용품,737600548,8575,521267672,216332876,107050543,83268516,80352336,113500500,137095777,143465590,72867286,0,20190624,229476636,389783195,98150093,0,333196764,404403784,0,7579204,24919778,40414536,153863023,510824007,6214,2361,1157,952,1149,1379,1577,1581,780,0,327,2489,4606,1153,0,3889,4686,0,51,178,406,1823,6117
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300001,슈퍼마켓,3303918462,450895,2556945256,746973206,501074781,505641131,516615791,550569594,483043959,336529685,410443521,613258964,522671006,406013051,469200321,818275242,474499878,1811078727,1305254039,36704734,640915554,992007641,623176957,495931642,327596243,359068,91827,71807,68613,73839,78918,65891,41080,50747,93595,81193,50126,53478,103189,69314,262396,178815,3933,85494,154295,90265,64295,42932
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300004,핸드폰,3166062742,199494,2182946291,983116451,418962427,385710146,436840781,439213535,502219402,562872587,420243864,0,161646253,1218272821,604991259,1037955752,143196657,1313408292,1646279229,12197662,865927173,895426999,569498833,397598803,219038053,156264,43230,29224,29444,31099,30767,35730,26137,17093,0,33635,80503,35289,44223,5844,76765,99790,1115,49203,50061,36836,27130,12210
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS100004,양식음식점,2444915041,65877,1461701400,983213641,282301569,243981872,296764578,285544169,353109212,554878784,428334857,593705,44764475,813398332,502130709,974085556,109942264,1245127543,1001235970,17574509,458621453,656642082,457609080,397496214,258420175,40917,24960,7211,7206,8713,8053,9734,13469,11491,41,1231,20351,15268,25530,3456,35242,27729,556,15613,20674,11179,9142,5808
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300015,가방,90519160,2118,47867308,42651852,18725654,747166,10629606,6250034,11514848,16863196,25788656,1508330,1605897,21096801,22692732,24291121,19324279,36849521,50072852,0,11233308,8716592,19790558,14859052,32322863,1216,902,421,66,183,235,311,448,454,46,99,471,647,555,300,821,1250,0,297,297,359,389,729
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS100007,치킨전문점,86069366,1758,62774750,23294616,8433986,12026122,13599329,13800940,14914373,11371760,11922856,5601583,0,783969,2297112,33537843,43848859,49874604,27661726,1264466,15490722,17171396,14703845,17604316,11301585,1264,494,195,215,262,293,299,262,232,114,0,16,75,739,814,1004,648,46,433,383,296,284,210
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300033,철물점,684702432,10379,677460863,7241569,139834699,19069466,59501559,296059486,162995653,7241569,0,0,118761734,384756638,116058215,65125845,0,346134937,15448681,0,2896628,18948773,7000184,10379582,322358450,9897,482,1931,1448,1206,3381,1931,482,0,0,1690,4827,2897,965,0,4587,724,0,241,1207,724,482,2656
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS100006,패스트푸드점,1259893424,128493,879034070,380859354,157683621,161955435,177864007,175867630,205663377,216694553,164164801,158826992,116510419,299981342,228650423,333929302,121994946,659291922,508337709,10507213,264464427,375123397,236263106,173965929,107305561,91852,36641,17388,16735,18276,18289,21164,20076,16565,13325,13417,31433,23567,33273,13478,70637,53063,1157,27299,38049,25729,18092,13375
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300028,화초,24037293,735,18907669,5129624,1907970,5082707,3315489,907068,7694435,4504060,625564,0,2815038,3659549,6427668,11135038,0,9930828,9164511,0,2111277,7178346,2580451,5035790,2189474,531,204,94,63,78,63,233,172,32,0,47,109,203,376,0,344,329,0,157,281,63,125,47
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300021,문구,119956529,2791,103067304,16889225,8168016,11675768,46513104,16255756,20454660,11477694,5411531,0,38411537,18966285,39302139,23276568,0,35491910,43248566,0,13545282,21226670,16313596,15122977,12531952,2153,638,329,459,518,354,493,401,237,0,275,651,1299,566,0,971,1387,0,500,559,553,523,222
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS200034,여관,483682487,11591,335073606,148608881,86272670,65138883,60835576,66106311,56720166,96430813,52178068,84084114,29126303,60004343,109097741,119744225,81625761,335094152,73888461,3149418,71689609,71239808,42748054,57513076,162642647,7150,4441,1450,1234,1474,1508,1484,2606,1835,1846,463,1433,1965,3671,2213,8301,2881,140,4111,3021,1081,915,1912
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS200037,노래방,12573144,227,10186727,2386417,1132657,698117,2001742,3754155,2600056,926072,1460345,6375653,0,0,0,413171,5784320,8163615,4409529,0,1852144,4252739,4324046,1460346,683869,178,49,15,14,36,71,42,28,21,107,0,0,0,21,99,127,100,0,49,94,49,28,7
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS200017,골프연습장,221564351,6473,138983329,82581022,32311900,27894118,23986311,31777030,23013970,36666813,45914209,1261310,1258767,48526277,38695619,77311846,54510532,158438836,37414358,0,3577866,23814953,32922146,80979468,54558760,3980,2493,755,896,875,862,592,1169,1324,26,62,1905,1229,2163,1088,4864,1265,0,76,880,925,2356,1892
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS200030,피부관리실,68123328,606,51916328,16207000,6880807,10367148,7730696,19180909,7756768,8096099,8110901,7192570,1418926,6382022,9703333,32180808,11245669,32372361,31801197,268120,7233212,23989210,9670297,13156972,9855748,444,162,65,94,89,97,99,74,88,79,16,72,106,234,99,294,264,6,91,155,101,119,86
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300031,가구,1989553432,2373,1781817489,207735943,404101872,1108223884,86142038,166791281,16558414,207735943,0,0,908039,834637924,654957928,499049541,0,1450437120,450102872,0,0,1310179108,68722204,177069745,344568936,1843,530,435,443,87,704,174,530,0,0,182,973,1131,87,0,1321,791,0,0,530,174,435,973
