기준일ID,시간대구분,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20250101,00,11140670,13148.4789,476.1964,125.62949999999999,112.4663,283.0412,607.07150000000001,758.04049999999995,748.43499999999995,619.60550000000001,440.38619999999997,449.17259999999999,352.91550000000001,319.0797,222.06899999999999,535.26679999999999,538.03719999999998,138.9718,142.61009999999999,542.54939999999999,814.08079999999995,775.76220000000001,818.3356,610.54679999999996,481.50650000000002,357.25200000000001,410.83359999999999,385.3784,285.83859999999999,797.39919999999995,
20250101,00,11140680,6860.5875999999998,243.6364,83.129199999999997,133.51499999999999,193.9503,257.35309999999998,262.51100000000002,340.68419999999998,347.27080000000001,338.6472,322.411,282.72000000000003,212.27160000000001,145.5538,361.31549999999999,83.869200000000006,32.561,109.97969999999999,237.21940000000001,221.48570000000001,294.5609,347.11509999999998,304.42169999999999,331.52749999999997,268.37119999999999,236.9348,200.577,126.97969999999999,540.0145,
20250101,00,11170510,13945.7513,522.8436,288.9615,256.47269999999997,269.20400000000001,497.67610000000002,620.36059999999998,641.17550000000006,556.80550000000005,518.38300000000004,534.91579999999999,488.65140000000002,480.99669999999998,317.63130000000001,597.95399999999995,329.60910000000001,174.19720000000001,320.97480000000002,454.27350000000001,555.18769999999995,673.84640000000002,778.66330000000005,576.65039999999999,621.46119999999996,541.82889999999998,465.44439999999997,554.32240000000002,400.48500000000001,906.77560000000005,
20250101,00,11170520,11633.160599999999,300.2536,161.43780000000001,240.01929999999999,433.27390000000003,542.56659999999999,609.76199999999994,635.68290000000002,494.35140000000001,579.61800000000005,361.3202,289.62049999999999,229.68119999999999,225.7242,473.32400000000001,217.98240000000001,123.20740000000001,240.14779999999999,440.93979999999999,589.92089999999996,599.98969999999997,602.3021,495.68090000000001,476.82440000000003,396.72289999999998,306.55689999999998,372.08569999999997,291.76479999999998,902.39909999999998,
20250101,00,11170530,9886.7844999999998,147.9605,71.393699999999995,247.3219,359.077,482.87819999999999,487.2944,540.72220000000004,386.28309999999999,448.54840000000002,423.27719999999999,454.99220000000003,430.55459999999999,244.35409999999999,440.41050000000001,175.7047,79.995400000000004,218.6711,519.83659999999998,533.57190000000003,470.42000000000002,420.9162,319.94299999999998,392.18709999999999,324.08550000000002,324.73540000000003,267.84739999999999,166.85079999999999,506.9522,
20250101,00,11170555,22174.0743,320.4878,230.7509,447.44220000000001,700.41480000000001,1139.0032000000001,1085.6442,1190.3019999999999,831.90650000000005,896.62450000000001,774.45039999999995,709.16880000000003,582.84100000000001,338.93540000000002,684.37310000000002,418.95749999999998,227.08959999999999,492.43110000000001,1596.3498999999999,1447.1596,1266.0214000000001,1202.2279000000001,894.06259999999997,862.16110000000003,757.61630000000002,703.63009999999997,607.71270000000004,418.8553,1347.4558,
20250101,00,11170560,17167.0023,497.1479,158.8519,234.93690000000001,354.53579999999999,617.03489999999999,910.15229999999997,1171.2496000000001,923.73789999999997,687.99860000000001,599.25350000000003,502.51029999999997,423.68560000000002,269.2124,530.18719999999996,718.08169999999996,212.6414,257.63080000000002,618.16049999999996,1027.2438999999999,1105.9159,1321.2238,814.73779999999999,639.60500000000002,636.63440000000003,492.43220000000002,467.38240000000002,267.84879999999998,706.97069999999997,
20250101,00,11170570,15291.3578,744.2566,332.78789999999998,231.20480000000001,382.80040000000002,486.52519999999998,604.42750000000001,644.66179999999997,617.54200000000003,662.60839999999996,543.66790000000003,607.84929999999997,449.15750000000003,310.42970000000003,708.83950000000004,326.61090000000002,261.3997,326.95580000000001,484.24549999999999,630.44910000000004,740.00630000000001,798.57439999999997,584.03129999999999,611.81820000000005,606.09609999999998,596.34339999999997,538.52390000000003,388.7801,1070.7628999999999,
20250101,00,11170580,9090.8271999999997,234.5642,138.511,173.42580000000001,185.72970000000001,361.69319999999999,397.84609999999998,436.87419999999997,301.02379999999999,413.27879999999999,350.36869999999999,313.32639999999998,254.61689999999999,164.67760000000001,361.76990000000001,276.39359999999999,130.40520000000001,202.5746,339.78199999999998,449.16550000000001,462.53879999999998,480.88319999999999,357.61239999999998,371.03379999999999,350.0181,386.97149999999999,301.92520000000002,250.15710000000001,643.66030000000001,
20250101,00,11170590,8915.1049000000003,311.7746,140.84010000000001,166.2141,188.73910000000001,264.03160000000003,360.72390000000001,421.73860000000002,361.3288,354.45690000000002,313.5523,392.03300000000002,267.8775,212.69309999999999,373.04700000000003,258.42700000000002,113.85599999999999,200.65719999999999,269.12720000000002,379.9957,410.8904,442.67669999999998,386.24270000000001,351.2106,327.08300000000003,386.29469999999998,341.40559999999999,259.4717,658.71540000000005,
